"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","high_quality","citric.acid"
"792",12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,1,0.54
"793",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,0,0.33
"794",9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,1,0.19
"795",10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,1,0.42
"796",7.1,0.715,NA,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,0,0
"797",9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,0,0.15
"798",7,0.685,NA,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,0,0
"799",4.9,0.42,NA,2.1,0.048,16,42,0.99154,3.71,0.74,14,1,0
"800",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,0,0.13
"801",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,0,0.13
"802",7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,0,0.28
"803",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,0,0.14
"804",7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,1,0.34
"805",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,0,0.14
"806",7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,1,0.09
"807",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,1,0.08
"808",7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,0,0.07
"809",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,1,0.08
"810",10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,0,0.42
"811",11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,0,0.44
"812",8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,0,0.26
"813",7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,0,0.1
"814",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,1,0.28
"815",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,1,0.28
"816",10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,1,0.35
"817",6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,0,0.04
"818",11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,1,0.47
"819",6.6,0.66,NA,3,0.115,21,31,0.99629,3.45,0.63,10.3,0,0
"820",10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,1,0.45
"821",7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,0,0.35
"822",9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,1,0.46
"823",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,0,0.21
"824",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,0,0.21
"825",7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,1,0.16
"826",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,0,0.21
"827",6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,0,0.21
"828",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,0,0.44
"829",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,0,0.44
"830",8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,0,0.32
"831",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1,0.39
"832",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1,0.39
"833",7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,1,0.02
"834",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1,0.39
"835",8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,1,0.34
"836",11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,1,0.47
"837",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,1,0.22
"838",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,0,0.06
"839",5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,1,0.66
"840",7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,0,0.32
"841",7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,0,0.06
"842",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,0,0.06
"843",7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,0,0.07
"844",6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,1,0.22
"845",6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,1,0.23
"846",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,1,0.22
"847",7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,1,0.03
"848",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,1,0.01
"849",6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,0,0.03
"850",7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,0,0.24
"851",9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,1,0.37
"852",10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,1,0.46
"853",8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,1,0.4
"854",7.1,0.47,NA,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,0,0
"855",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,1,0.01
"856",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,1,0.19
"857",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,0,0.04
"858",9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,0,0.18
"859",7.6,0.715,NA,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,1,0
"860",8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,1,0.29
"861",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,0,0.04
"862",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,1,0.19
"863",8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,0,0.14
"864",9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,1,0.12
"865",10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,1,0.38
"866",6.8,0.57,NA,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,1,0
"867",10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,0,0.34
"868",7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,0,0.24
"869",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,0,0.03
"870",10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,1,0.23
"871",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,0,0.03
"872",7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,1,0.03
"873",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,1,0.01
"874",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,1,0.39
"875",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,1,0.01
"876",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,1,0.39
"877",8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,0,0.02
"878",8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,0,0.36
"879",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,1,0.1
"880",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,1,0.1
"881",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,1,0.06
"882",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,1,0.06
"883",9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,0,0.2
"884",7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,0,0.27
"885",6.1,0.56,NA,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,1,0
"886",7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,1,0.13
"887",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,1,0.39
"888",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,1,0.48
"889",9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,1,0.46
"890",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,1,0.44
"891",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,1,0.46
"892",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,1,0.39
"893",8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,1,0.4
"894",5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,0,0.19
"895",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,1,0.31
"896",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,1,0.32
"897",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,1,0.12
"898",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,0,0.37
"899",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,1,0.32
"900",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,1,0.12
"901",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,1,0.31
"902",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,0,0.27
"903",8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,1,0.36
"904",9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,1,0.33
"905",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,0,0.19
"906",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,0,0.27
"907",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,1,0.38
"908",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,0,0.01
"909",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,0,0.01
"910",7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,1,0.29
"911",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,0,0.01
"912",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,0,0.01
"913",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,1,0.38
"914",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,1,0.38
"915",12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,0,0.5
"916",7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,1,0.38
"917",6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,0,0.17
"918",9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,1,0.52
"919",9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,1,0.49
"920",10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,1,0.4
"921",9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,1,0.34
"922",8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,1,0.49
"923",10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,1,0.42
"924",10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,1,0.58
"925",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,1,0.48
"926",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1,0.45
"927",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1,0.45
"928",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1,0.45
"929",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,1,0.48
"930",8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,1,0.4
"931",10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,1,0.48
"932",7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,1,0.4
"933",8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,0,0.52
"934",9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,1,0.52
"935",9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,1,0.52
"936",6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,1,0.12
"937",8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,0,0.05
"938",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,1,0.27
"939",7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,0,0.14
"940",6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,0,0.02
"941",8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,1,0.39
"942",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,1,0.27
"943",8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,1,0.4
"944",9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,1,0.41
"945",8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,0,0.2
"946",9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,1,0.43
"947",6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,0,0.09
"948",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,1,0.48
"949",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,1,0.48
"950",10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,1,0.5
"951",8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,0,0.44
"952",8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,1,0.41
"953",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,0,0.3
"954",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,0,0.3
"955",8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,0,0.29
"956",7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,1,0.32
"957",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,0,0.49
"958",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1,0.3
"959",9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,0,0.26
"960",7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,1,0.32
"961",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1,0.3
"962",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,0,0.49
"963",7.4,0.58,NA,2,0.064,7,11,0.99562,3.45,0.58,11.3,1,0
"964",9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,1,0.39
"965",7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,0,0.3
"966",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,0,0.12
"967",9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,1,0.4
"968",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,0,0.12
"969",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,0,0.28
"970",6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,1,0.1
"971",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,0,0.28
"972",10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,0,0.45
"973",7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,1,0.06
"974",5.6,0.66,NA,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1,0
"975",5.6,0.66,NA,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1,0
"976",8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,1,0.34
"977",6.4,0.69,NA,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,1,0
"978",7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,1,0.3
"979",9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,1,0.38
"980",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,1,0.33
"981",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1,0.32
"982",8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,0,0.29
"983",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1,0.32
"984",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,1,0.33
"985",9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,1,0.34
"986",8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,1,0.4
"987",9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,0,0.36
"988",8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,1,0.45
"989",8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,1,0.31
"990",7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,0,0.15
"991",7.5,0.71,NA,1.6,0.092,22,31,0.99635,3.38,0.58,10,1,0
"992",8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,1,0.16
"993",10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,1,0.46
"994",8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,1,0.4
"995",7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,0,0.14
"996",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,1,0.66
"997",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,1,0.66
"998",7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,0,0.09
"999",8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,1,0.42
"1000",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1,0.01
"1001",8.6,0.83,NA,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,1,0
"1002",7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,1,0.32
"1003",6.4,0.795,NA,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,0,0
"1004",7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,1,0.21
"1005",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1,0.01
"1006",7.1,0.59,NA,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,1,0
"1007",7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,1,0.01
"1008",8.1,0.82,NA,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,0,0
"1009",7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,1,0.08
"1010",8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,1,0.18
"1011",10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,1,0.34
"1012",7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,1,0.34
"1013",7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,0,0.1
"1014",8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,1,0.41
"1015",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,1,0.21
"1016",7.4,0.965,NA,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,0,0
"1017",6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,1,0.19
"1018",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,1,0.21
"1019",9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,1,0.41
"1020",6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,1,0.33
"1021",6.9,0.44,NA,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,1,0
"1022",7.6,0.78,NA,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,1,0
"1023",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,0,0.17
"1024",9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,1,0.36
"1025",9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,1,0.36
"1026",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,0,0.17
"1027",8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,0,0.59
"1028",5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,0,0.05
"1029",8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,1,0.42
"1030",8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,1,0.27
"1031",8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,1,0.27
"1032",8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,1,0.53
"1033",7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,0,0.25
"1034",9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,1,0.57
"1035",8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,1,0.53
"1036",11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,1,0.57
"1037",9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,1,0.5
"1038",8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,1,0.44
"1039",10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,1,0.65
"1040",8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,1,0.09
"1041",7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,1,0.18
"1042",6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,1,0.08
"1043",11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,1,0.53
"1044",11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,1,0.53
"1045",8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,0,0.35
"1046",9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,1,0.45
"1047",7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,0,0.2
"1048",7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,1,0.26
"1049",8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,1,0.33
"1050",7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,0,0.2
"1051",9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,1,0.34
