"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","high_quality","citric.acid"
"1052",9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,1,0.56
"1053",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,0,0.65
"1054",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,0,0.65
"1055",7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,1,0.68
"1056",10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,1,0.56
"1057",7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,1,0.68
"1058",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,1,0.3
"1059",8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,1,0.45
"1060",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,1,0.3
"1061",6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,0,0.08
"1062",8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,1,0.4
"1063",7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,1,0.42
"1064",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1,0.54
"1065",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1,0.54
"1066",7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,1,0.42
"1067",7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,1,0.09
"1068",9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,1,0.36
"1069",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,1,0.09
"1070",9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,0,0.47
"1071",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,1,0.09
"1072",8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,0,0.38
"1073",8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,1,0.45
"1074",8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,0,0.38
"1075",8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,1,0.42
"1076",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,1,0.27
"1077",6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,1,0.09
"1078",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,1,0.27
"1079",8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,1,0.34
"1080",6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,0,0.28
"1081",8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,1,0.42
"1082",9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,1,0.41
"1083",8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,0,0.1
"1084",10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,1,0.43
"1085",8.3,0.53,NA,1.4,0.07,6,14,0.99593,3.25,0.64,10,1,0
"1086",5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,1,0.27
"1087",7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,1,0.41
"1088",8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,1,0.39
"1089",5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,1,0.5
"1090",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1,0.07
"1091",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1,0.07
"1092",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1,0.07
"1093",7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,1,0.12
"1094",5.6,0.66,NA,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,0,0
"1095",7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,1,0.34
"1096",6.6,0.5,NA,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,1,0
"1097",6.3,0.47,NA,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,1,0
"1098",10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,1,0.37
"1099",6.5,0.58,NA,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,0,0
"1100",8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,1,0.35
"1101",5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,1,0.26
"1102",6.3,0.76,NA,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,1,0
"1103",10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,0,0.33
"1104",10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,1,0.35
"1105",9.1,0.6,NA,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,1,0
"1106",5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,0,0.21
"1107",7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,1,0.34
"1108",7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,1,0.07
"1109",8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,1,0.35
"1110",8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,1,0.43
"1111",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,1,0.45
"1112",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,1,0.45
"1113",7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,0,0.15
"1114",8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,1,0.24
"1115",7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,1,0.3
"1116",8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,1,0.32
"1117",6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,1,0.11
"1118",7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,1,0.3
"1119",7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,0,0.23
"1120",8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,1,0.43
"1121",7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,1,0.12
"1122",10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,1,0.45
"1123",7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,1,0.42
"1124",10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,1,0.47
"1125",8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,1,0.32
"1126",6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,1,0.23
"1127",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,0,0.25
"1128",9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,1,0.35
"1129",6.6,0.58,NA,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,1,0
"1130",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,0,0.25
"1131",8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,1,0.51
"1132",5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,1,0.18
"1133",6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,1,0.43
"1134",10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,0,0.43
"1135",10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,1,0.57
"1136",8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,1,0.43
"1137",8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,1,0.42
"1138",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,0,0.24
"1139",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,0,0.24
"1140",8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,0,0.5
"1141",8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,1,0.39
"1142",6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,1,0.27
"1143",7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,1,0.29
"1144",9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,1,0.34
"1145",7.1,0.59,NA,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,1,0
"1146",9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,1,0.46
"1147",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1,0.31
"1148",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1,0.31
"1149",6.5,0.61,NA,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,1,0
"1150",6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,0,0.03
"1151",7.1,0.66,NA,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,1,0
"1152",5.6,0.915,NA,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,0,0
"1153",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1,0.33
"1154",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1,0.33
"1155",9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,0,0.43
"1156",10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,1,0.4
"1157",6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,0,0.07
"1158",6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,0,0.23
"1159",7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,1,0.3
"1160",6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,0,0.03
"1161",7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,1,0.3
"1162",6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,0,0.23
"1163",8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,0,0.05
"1164",9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,1,0.57
"1165",6.5,0.885,NA,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,0,0
"1166",7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,1,0.37
"1167",6.4,0.885,NA,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,0,0
"1168",7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,1,0.12
"1169",6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,1,0.22
"1170",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1,0.23
"1171",7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,1,0.21
"1172",7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,1,0.26
"1173",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1,0.23
"1174",7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,1,0.21
"1175",7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,1,0.36
"1176",8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,1,0.39
"1177",9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,0,0.19
"1178",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,0.46
"1179",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,0.46
"1180",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,0.46
"1181",9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,0,0.55
"1182",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,0.46
"1183",6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,1,0.43
"1184",6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1,0.02
"1185",6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,0,0.15
"1186",6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1,0.02
"1187",9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,1,0.42
"1188",10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,1,0.46
"1189",8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,1,0.46
"1190",7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,1,0.31
"1191",8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,1,0.37
"1192",8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,1,0.31
"1193",9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,1,0.4
"1194",10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,1,0.52
"1195",10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,1,0.52
"1196",8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,1,0.22
"1197",10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,1,0.47
"1198",12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,1,0.49
"1199",9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,0,0.23
"1200",7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,0,0.03
"1201",9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,0,0.25
"1202",5.1,0.42,NA,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,1,0
"1203",7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,0,0.29
"1204",7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,1,0.34
"1205",7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,0,0.01
"1206",7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,0,0.29
"1207",10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,0,0.37
"1208",7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1,0.01
"1209",6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,0,0.32
"1210",7.8,0.55,NA,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,1,0
"1211",7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1,0.01
"1212",8.1,0.73,NA,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,0,0
"1213",6.5,0.67,NA,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,0,0
"1214",7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,0,0.2
"1215",9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,0,0.39
"1216",9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,1,0.41
"1217",8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,0,0.22
"1218",5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,1,0.25
"1219",7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,0,0.19
"1220",7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,0,0.07
"1221",7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,0,0.19
"1222",6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,1,0.33
"1223",7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1,0.01
"1224",7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1,0.01
"1225",7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,0,0.14
"1226",7.1,0.72,NA,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,0,0
"1227",7.9,0.66,NA,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,0,0
"1228",7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,0,0.06
"1229",6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,0,0.02
"1230",7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,1,0.22
"1231",7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,1,0.28
"1232",6.8,0.64,NA,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1,0
"1233",6.8,0.64,NA,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1,0
"1234",8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,0,0.68
"1235",6.3,1.02,NA,2,0.083,17,24,0.99437,3.59,0.55,11.2,0,0
"1236",9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,0,0.38
"1237",8.2,0.78,NA,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,0,0
"1238",8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,1,0.32
"1239",7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1,0.05
"1240",7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1,0.05
"1241",10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,1,0.5
"1242",6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,1,0.31
"1243",5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,1,0.03
"1244",5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,1,0.01
"1245",7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,1,0.2
"1246",5.9,0.46,NA,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,0,0
"1247",7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,0,0.2
"1248",7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,1,0.13
"1249",8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,1,0.22
"1250",8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,0,0.4
"1251",7,0.69,NA,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,1,0
"1252",8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,1,0.22
"1253",9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,1,0.39
"1254",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1,0.2
"1255",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1,0.2
"1256",7.9,0.765,NA,2,0.084,9,22,0.99619,3.33,0.68,10.9,1,0
"1257",8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,1,0.28
"1258",7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,0,0.19
"1259",11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,0,0.5
"1260",7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,1,0.44
"1261",8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,0,0.08
"1262",7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,0,0.3
"1263",7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,0,0.3
"1264",7.6,0.74,NA,1.9,0.1,6,12,0.99521,3.36,0.59,11,0,0
"1265",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,1,0.1
"1266",5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,1,0.13
"1267",7.5,0.755,NA,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,0,0
"1268",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,1,0.1
"1269",6.6,0.63,NA,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,0,0
"1270",6.6,0.63,NA,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,0,0
"1271",7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,1,0.14
"1272",5.7,0.6,NA,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,1,0
"1273",7.6,1.58,NA,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,0,0
"1274",5.2,0.645,NA,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,1,0
"1275",6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,1,0.07
"1276",9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,1,0.32
"1277",8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,0,0.44
"1278",7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,0,0.21
"1279",7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,0,0.26
"1280",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,0,0.32
"1281",6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,0,0.09
"1282",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,0,0.32
"1283",7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,0,0.1
"1284",7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,0,0.26
"1285",6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,1,0.15
"1286",8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,0,0.21
"1287",7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,1,0.21
"1288",7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,1,0.21
"1289",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,1,0.27
"1290",9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,1,0.46
"1291",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,1,0.27
"1292",9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,0,0.34
"1293",9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,0,0.42
"1294",9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,1,0.39
"1295",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,0.24
"1296",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,0.24
"1297",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,0.24
"1298",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,0.24
"1299",6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,0,0.11
"1300",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,1,0.26
"1301",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,1,0.26
"1302",7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,0,0.26
"1303",8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,1,0.1
"1304",9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,0,0.22
"1305",7.2,0.835,NA,2,0.166,4,11,0.99608,3.39,0.52,10,0,0
"1306",6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,1,0.02
"1307",6,0.5,NA,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,0,0
"1308",6,0.5,NA,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,0,0
"1309",6,0.5,NA,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,0,0
"1310",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1,0.02
